name,country,genre,link
Banishing,United States,Atmospheric Black Metal,<a href='https://www.metal-archives.com/bands/Banishing/3540376649'>Banishing</a>
Banishment,United States,Brutal Death Metal,<a href='https://www.metal-archives.com/bands/Banishment/65133'>Banishment</a>
Bankeray,Indonesia,Thrash Metal,<a href='https://www.metal-archives.com/bands/Bankeray/3540312205'>Bankeray</a>
Bann,Germany,Neoclassical/Ambient Black Metal,<a href='https://www.metal-archives.com/bands/Bann/73926'>Bann</a>
Bannbodo,Malaysia,Crossover/Thrash/Groove Metal,<a href='https://www.metal-archives.com/bands/Bannbodo/123411'>Bannbodo</a>
Banned_from_Hell,Italy,Melodic Death/Thrash Metal,<a href='https://www.metal-archives.com/bands/Banned_from_Hell/3540346887'>Banned from Hell</a>
Banner_of_Wrath,Germany,Folk/Gothic Metal,<a href='https://www.metal-archives.com/bands/Banner_of_Wrath/10259'>Banner of Wrath</a>
Bannerwar,Greece,Black Metal,<a href='https://www.metal-archives.com/bands/Bannerwar/15728'>Bannerwar</a>
Banni_Conflict,Brazil,Grindcore,<a href='https://www.metal-archives.com/bands/Banni_Conflict/3540384783'>Banni Conflict</a>
Banshee,United States,Power Metal,<a href='https://www.metal-archives.com/bands/Banshee/1560'>Banshee</a>
Banshee,Canada,Heavy Metal,<a href='https://www.metal-archives.com/bands/Banshee/7087'>Banshee</a>
Banshee,Mexico,Melodic Black Metal,<a href='https://www.metal-archives.com/bands/Banshee/16271'>Banshee</a>
Banshee,Italy,Doom/Black Metal,<a href='https://www.metal-archives.com/bands/Banshee/21521'>Banshee</a>
Banshee,France,Gothic/Black/Heavy Metal,<a href='https://www.metal-archives.com/bands/Banshee/49366'>Banshee</a>
Banshee,Finland,Doom/Stoner/Heavy Metal,<a href='https://www.metal-archives.com/bands/Banshee/70496'>Banshee</a>
Banshee,United States,Black Metal,<a href='https://www.metal-archives.com/bands/Banshee/83019'>Banshee</a>
Banshee,Malaysia,Black/Death/Thrash Metal,<a href='https://www.metal-archives.com/bands/Banshee/99411'>Banshee</a>
Bantha_Rider,Poland,Stoner/Sludge Metal,<a href='https://www.metal-archives.com/bands/Bantha_Rider/3540421727'>Bantha Rider</a>
Banu_Maimun,Spain,Heavy/Power Metal,<a href='https://www.metal-archives.com/bands/Banu_Maimun/3540430416'>Banu Maimun</a>
Banyon,Australia,Deathcore/Melodic Death Metal,<a href='https://www.metal-archives.com/bands/Banyon/3540435071'>Banyon</a>
Banzai,Spain,"Hard Rock, Heavy Metal",<a href='https://www.metal-archives.com/bands/Banzai/2743'>Banzai</a>
Bao_Tap,Thailand,Thrash Metal,<a href='https://www.metal-archives.com/bands/Bao_Tap/46160'>Bao Tap</a>
Baobab_Wizard,Indonesia,Black Metal/Crust Punk,<a href='https://www.metal-archives.com/bands/Baobab_Wizard/3540414394'>Baobab Wizard</a>
Baobhan,Mexico,Melodic Death Metal,<a href='https://www.metal-archives.com/bands/Baobhan/50078'>Baobhan</a>
Baph_Metis,United States,Symphonic Black Metal,<a href='https://www.metal-archives.com/bands/Baph_Metis/46161'>Baph Metis</a>
Baphogoat,Malaysia,Black/Death Metal,<a href='https://www.metal-archives.com/bands/Baphogoat/3540280808'>Baphogoat</a>
Baphomaster,Brazil,Sludge/Doom Metal,<a href='https://www.metal-archives.com/bands/Baphomaster/3540409303'>Baphomaster</a>
Baphomation,Denmark,Black Metal,<a href='https://www.metal-archives.com/bands/Baphomation/3540322723'>Baphomation</a>
Baphomenum,Brazil,Black Metal,<a href='https://www.metal-archives.com/bands/Baphomenum/108941'>Baphomenum</a>
Baphomet,Germany,Death/Thrash Metal,<a href='https://www.metal-archives.com/bands/Baphomet/951'>Baphomet</a>
Baphomet,United States,Death Metal,<a href='https://www.metal-archives.com/bands/Baphomet/953'>Baphomet</a>
Baphomet,Brazil,Death/Thrash Metal,<a href='https://www.metal-archives.com/bands/Baphomet/46808'>Baphomet</a>
Baphomet,United States,Blackened Death/Thrash Metal,<a href='https://www.metal-archives.com/bands/Baphomet/3540309085'>Baphomet</a>
Baphomet,Spain,Progressive Metal,<a href='https://www.metal-archives.com/bands/Baphomet/3540319758'>Baphomet</a>
Baphomet,Colombia,Black Metal,<a href='https://www.metal-archives.com/bands/Baphomet/3540358822'>Baphomet</a>
Baphomet_Throne_Hell%27s,Bolivia,Black/Death Metal,<a href='https://www.metal-archives.com/bands/Baphomet_Throne_Hell%27s/3540372860'>Baphomet Throne Hell's</a>
Baphomet%27s_Blood,Italy,Speed/Thrash Metal,<a href='https://www.metal-archives.com/bands/Baphomet%27s_Blood/59898'>Baphomet's Blood</a>
Baphomet%27s_Crest,United States,Black/Death Metal,<a href='https://www.metal-archives.com/bands/Baphomet%27s_Crest/3540389762'>Baphomet's Crest</a>
Baphomet%27s_Cunt,United Kingdom,Black Metal,<a href='https://www.metal-archives.com/bands/Baphomet%27s_Cunt/3540272106'>Baphomet's Cunt</a>
Baphomet%27s_Throne,Poland,Symphonic Death/Black Metal,<a href='https://www.metal-archives.com/bands/Baphomet%27s_Throne/20089'>Baphomet's Throne</a>
Baphomet%27s_Throne,France,Black Metal,<a href='https://www.metal-archives.com/bands/Baphomet%27s_Throne/68057'>Baphomet's Throne</a>
Baphomet%27s_Wrath,Austria,Melodic Black Metal,<a href='https://www.metal-archives.com/bands/Baphomet%27s_Wrath/1294'>Baphomet's Wrath</a>
Baphometh,Venezuela,Death/Black Metal,<a href='https://www.metal-archives.com/bands/Baphometh/27326'>Baphometh</a>
Baphometh,Brazil,Black Metal,<a href='https://www.metal-archives.com/bands/Baphometh/3540376894'>Baphometh</a>
Baphometic,Mexico,Black Metal,<a href='https://www.metal-archives.com/bands/Baphometic/3540276033'>Baphometic</a>
Baphometic_Dawn,United States,Raw Black Metal/Noise,<a href='https://www.metal-archives.com/bands/Baphometic_Dawn/3540362791'>Baphometic Dawn</a>
Baphometic_Deathslaught,International,Black Metal,<a href='https://www.metal-archives.com/bands/Baphometic_Deathslaught/3540427185'>Baphometic Deathslaught</a>
Baphometic_Fire,United States,Black Metal,<a href='https://www.metal-archives.com/bands/Baphometic_Fire/3540346882'>Baphometic Fire</a>
Baphometic_War_Command,International,Black/Death Metal,<a href='https://www.metal-archives.com/bands/Baphometic_War_Command/3540390160'>Baphometic War Command</a>
Baphomets_Horns,United States,Black Metal,<a href='https://www.metal-archives.com/bands/Baphomets_Horns/45253'>Baphomets Horns</a>
Baphomilitia,Turkey,Death/Black Metal,<a href='https://www.metal-archives.com/bands/Baphomilitia/3540367302'>Baphomilitia</a>
Baphovomit,Finland,Black/Death Metal,<a href='https://www.metal-archives.com/bands/Baphovomit/3540297965'>Baphovomit</a>
Bapthomet,Finland,Raw Black Metal,<a href='https://www.metal-archives.com/bands/Bapthomet/18552'>Bapthomet</a>
Baptised_in_Ice,Brazil,Viking Metal,<a href='https://www.metal-archives.com/bands/Baptised_in_Ice/10453'>Baptised in Ice</a>
Baptism,Finland,Black Metal,<a href='https://www.metal-archives.com/bands/Baptism/4571'>Baptism</a>
Baptism_of_Hate,Australia,Death Metal,<a href='https://www.metal-archives.com/bands/Baptism_of_Hate/3540309167'>Baptism of Hate</a>
Baptiste_Brun,France,Progressive Metal,<a href='https://www.metal-archives.com/bands/Baptiste_Brun/122913'>Baptiste Brun</a>
Baptized_in_Blood,Canada,Melodic Thrash Metal/Metalcore,<a href='https://www.metal-archives.com/bands/Baptized_in_Blood/48189'>Baptized in Blood</a>
Baptized_in_Vaginal_Liquid,France,Brutal Death Metal,<a href='https://www.metal-archives.com/bands/Baptized_in_Vaginal_Liquid/3540345996'>Baptized in Vaginal Liquid</a>
Baptizer,United States,Sludge/Doom Metal,<a href='https://www.metal-archives.com/bands/Baptizer/3540423131'>Baptizer</a>
Baptizm,Indonesia,Death Metal,<a href='https://www.metal-archives.com/bands/Baptizm/3540296772'>Baptizm</a>
Bar_Sinister,United States,Thrash Metal,<a href='https://www.metal-archives.com/bands/Bar_Sinister/126568'>Bar Sinister</a>
Bar%27Lgura,United States,Symphonic Black Metal,<a href='https://www.metal-archives.com/bands/Bar%27Lgura/46164'>Bar'Lgura</a>
Barabas,Austria,Thrash/Doom Metal,<a href='https://www.metal-archives.com/bands/Barabas/88624'>Barabas</a>
Barabbas,Germany,Doom Metal,<a href='https://www.metal-archives.com/bands/Barabbas/103554'>Barabbas</a>
Barabbas,France,Doom/Stoner Metal,<a href='https://www.metal-archives.com/bands/Barabbas/3540329679'>Barabbas</a>
Barabbas,United States,Black/Death Metal,<a href='https://www.metal-archives.com/bands/Barabbas/3540408387'>Barabbas</a>
Barabbas_AK,United States,Heavy Metal,<a href='https://www.metal-archives.com/bands/Barabbas_AK/3540408661'>Barabbas AK</a>
Barad_D%C3%BBr,Germany,Black Metal,<a href='https://www.metal-archives.com/bands/Barad_D%C3%BBr/11090'>Barad Dûr</a>
Barad_D%C3%BBr,United States,Black Metal,<a href='https://www.metal-archives.com/bands/Barad_D%C3%BBr/123956'>Barad Dûr</a>
Barad-Dur,United States,Black Metal,<a href='https://www.metal-archives.com/bands/Barad-Dur/106180'>Barad-Dur</a>
Barad-Dur,United Kingdom,Black/Heavy Metal,<a href='https://www.metal-archives.com/bands/Barad-Dur/117303'>Barad-Dur</a>
Baradj,Russia,Folk/Progressive/Experimental/Post-Metal,<a href='https://www.metal-archives.com/bands/Baradj/3540337118'>Baradj</a>
Barahona,Chile,Heavy Metal/Hard Rock,<a href='https://www.metal-archives.com/bands/Barahona/3540435275'>Barahona</a>
Baraka,Australia,Thrash/Death Metal,<a href='https://www.metal-archives.com/bands/Baraka/80145'>Baraka</a>
Barakmas,Canada,Speed/Thrash Metal,<a href='https://www.metal-archives.com/bands/Barakmas/17640'>Barakmas</a>
Baramyu,United States,Melodic Black Metal,<a href='https://www.metal-archives.com/bands/Baramyu/3540420855'>Baramyu</a>
Baran,United States,Progressive/Power Metal,<a href='https://www.metal-archives.com/bands/Baran/3540322268'>Baran</a>
